"","year","country","influenza activity"
"1949",2004,"Brazil",384366
"1950",2004,"Bulgaria",384366
"1951",2004,"Canada",384366
"1952",2004,"Chile",384366
"1953",2004,"France",384366
"1954",2004,"Germany",384366
"1955",2004,"Hungary",384366
"1956",2004,"Japan",384366
"1957",2004,"Mexico",384366
"1958",2004,"Netherlands",384366
"1959",2004,"New.Zealand",384366
"1960",2004,"Norway",384366
"1961",2004,"Paraguay",384366
"1962",2004,"Peru",384366
"1963",2004,"Poland",384366
"1964",2004,"Romania",384366
"1965",2004,"Russia",384366
"1966",2004,"South.Africa",384366
"1967",2004,"Spain",384366
"1968",2004,"Sweden",384366
"1969",2004,"Switzerland",384366
"1970",2004,"Ukraine",384366
"1971",2004,"United.States",384366
"1972",2004,"Uruguay",384366
"1973",2004,"Argentina",384366
"1974",2004,"Australia",384366
"1975",2004,"Austria",384366
"1976",2004,"Belgium",384366
"1977",2004,"Bolivia",384366
"1978",2004,"Brazil",384366
"1979",2004,"Bulgaria",384366
"1980",2004,"Canada",384366
"1981",2004,"Chile",384366
"1982",2004,"France",384366
"1983",2004,"Germany",384366
"1984",2004,"Hungary",384366
"1985",2004,"Japan",384366
"1986",2004,"Mexico",384366
"1987",2004,"Netherlands",384366
"1988",2004,"New.Zealand",384366
"1989",2004,"Norway",384366
"1990",2004,"Paraguay",384366
"1991",2004,"Peru",384366
"1992",2004,"Poland",384366
"1993",2004,"Romania",384366
"1994",2004,"Russia",384366
"1995",2004,"South.Africa",384366
"1996",2004,"Spain",384366
"1997",2004,"Sweden",384366
"1998",2004,"Switzerland",384366
"1999",2004,"Ukraine",384366
"2000",2004,"United.States",384366
"2001",2004,"Uruguay",384366
"2002",2004,"Argentina",384366
"2003",2004,"Australia",384366
"2004",2004,"Austria",384366
"2005",2004,"Belgium",384366
"2006",2004,"Bolivia",384366
"2007",2004,"Brazil",384366
"2008",2004,"Bulgaria",384366
"2009",2004,"Canada",384366
"2010",2004,"Chile",384366
"2011",2004,"France",384366
"2012",2004,"Germany",384366
"2013",2004,"Hungary",384366
"2014",2004,"Japan",384366
"2015",2004,"Mexico",384366
"2016",2004,"Netherlands",384366
"2017",2004,"New.Zealand",384366
"2018",2004,"Norway",384366
"2019",2004,"Paraguay",384366
"2020",2004,"Peru",384366
"2021",2004,"Poland",384366
"2022",2004,"Romania",384366
"2023",2004,"Russia",384366
"2024",2004,"South.Africa",384366
"2025",2004,"Spain",384366
"2026",2004,"Sweden",384366
"2027",2004,"Switzerland",384366
"2028",2004,"Ukraine",384366
"2029",2004,"United.States",384366
"2030",2004,"Uruguay",384366
"2031",2004,"Argentina",384366
"2032",2004,"Australia",384366
"2033",2004,"Austria",384366
"2034",2004,"Belgium",384366
"2035",2004,"Bolivia",384366
"2036",2004,"Brazil",384366
"2037",2004,"Bulgaria",384366
"2038",2004,"Canada",384366
"2039",2004,"Chile",384366
"2040",2004,"France",384366
"2041",2004,"Germany",384366
"2042",2004,"Hungary",384366
"2043",2004,"Japan",384366
"2044",2004,"Mexico",384366
"2045",2004,"Netherlands",384366
"2046",2004,"New.Zealand",384366
"2047",2004,"Norway",384366
"2048",2004,"Paraguay",384366
"2049",2004,"Peru",384366
"2050",2004,"Poland",384366
"2051",2004,"Romania",384366
"2052",2004,"Russia",384366
"2053",2004,"South.Africa",384366
"2054",2004,"Spain",384366
"2055",2004,"Sweden",384366
"2056",2004,"Switzerland",384366
"2057",2004,"Ukraine",384366
"2058",2004,"United.States",384366
"2059",2004,"Uruguay",384366
"2060",2004,"Argentina",384366
"2061",2004,"Australia",384366
"2062",2004,"Austria",384366
"2063",2004,"Belgium",384366
"2064",2004,"Bolivia",384366
"2065",2004,"Brazil",384366
"2066",2004,"Bulgaria",384366
"2067",2004,"Canada",384366
"2068",2004,"Chile",384366
"2069",2004,"France",384366
"2070",2004,"Germany",384366
"2071",2004,"Hungary",384366
"2072",2004,"Japan",384366
"2073",2004,"Mexico",384366
"2074",2004,"Netherlands",384366
"2075",2004,"New.Zealand",384366
"2076",2004,"Norway",384366
"2077",2004,"Paraguay",384366
"2078",2004,"Peru",384366
"2079",2004,"Poland",384366
"2080",2004,"Romania",384366
"2081",2004,"Russia",384366
"2082",2004,"South.Africa",384366
"2083",2004,"Spain",384366
"2084",2004,"Sweden",384366
"2085",2004,"Switzerland",384366
"2086",2004,"Ukraine",384366
"2087",2004,"United.States",384366
"2088",2004,"Uruguay",384366
"2089",2004,"Argentina",384366
"2090",2004,"Australia",384366
"2091",2004,"Austria",384366
"2092",2004,"Belgium",384366
"2093",2004,"Bolivia",384366
"2094",2004,"Brazil",384366
"2095",2004,"Bulgaria",384366
"2096",2004,"Canada",384366
"2097",2004,"Chile",384366
"2098",2004,"France",384366
"2099",2004,"Germany",384366
"2100",2004,"Hungary",384366
"2101",2004,"Japan",384366
"2102",2004,"Mexico",384366
"2103",2004,"Netherlands",384366
"2104",2004,"New.Zealand",384366
"2105",2004,"Norway",384366
"2106",2004,"Paraguay",384366
"2107",2004,"Peru",384366
"2108",2004,"Poland",384366
"2109",2004,"Romania",384366
"2110",2004,"Russia",384366
"2111",2004,"South.Africa",384366
"2112",2004,"Spain",384366
"2113",2004,"Sweden",384366
"2114",2004,"Switzerland",384366
"2115",2004,"Ukraine",384366
"2116",2004,"United.States",384366
"2117",2004,"Uruguay",384366
"2118",2004,"Argentina",384366
"2119",2004,"Australia",384366
"2120",2004,"Austria",384366
"2121",2004,"Belgium",384366
"2122",2004,"Bolivia",384366
"2123",2004,"Brazil",384366
"2124",2004,"Bulgaria",384366
"2125",2004,"Canada",384366
"2126",2004,"Chile",384366
"2127",2004,"France",384366
"2128",2004,"Germany",384366
"2129",2004,"Hungary",384366
"2130",2004,"Japan",384366
"2131",2004,"Mexico",384366
"2132",2004,"Netherlands",384366
"2133",2004,"New.Zealand",384366
"2134",2004,"Norway",384366
"2135",2004,"Paraguay",384366
"2136",2004,"Peru",384366
"2137",2004,"Poland",384366
"2138",2004,"Romania",384366
"2139",2004,"Russia",384366
"2140",2004,"South.Africa",384366
"2141",2004,"Spain",384366
"2142",2004,"Sweden",384366
"2143",2004,"Switzerland",384366
"2144",2004,"Ukraine",384366
"2145",2004,"United.States",384366
"2146",2004,"Uruguay",384366
"2147",2004,"Argentina",384366
"2148",2004,"Australia",384366
"2149",2004,"Austria",384366
"2150",2004,"Belgium",384366
"2151",2004,"Bolivia",384366
"2152",2004,"Brazil",384366
"2153",2004,"Bulgaria",384366
"2154",2004,"Canada",384366
"2155",2004,"Chile",384366
"2156",2004,"France",384366
"2157",2004,"Germany",384366
"2158",2004,"Hungary",384366
"2159",2004,"Japan",384366
"2160",2004,"Mexico",384366
"2161",2004,"Netherlands",384366
"2162",2004,"New.Zealand",384366
"2163",2004,"Norway",384366
"2164",2004,"Paraguay",384366
"2165",2004,"Peru",384366
"2166",2004,"Poland",384366
"2167",2004,"Romania",384366
"2168",2004,"Russia",384366
"2169",2004,"South.Africa",384366
"2170",2004,"Spain",384366
"2171",2004,"Sweden",384366
"2172",2004,"Switzerland",384366
"2173",2004,"Ukraine",384366
"2174",2004,"United.States",384366
"2175",2004,"Uruguay",384366
"2176",2004,"Argentina",384366
"2177",2004,"Australia",384366
"2178",2004,"Austria",384366
"2179",2004,"Belgium",384366
"2180",2004,"Bolivia",384366
"2181",2004,"Brazil",384366
"2182",2004,"Bulgaria",384366
"2183",2004,"Canada",384366
"2184",2004,"Chile",384366
"2185",2004,"France",384366
"2186",2004,"Germany",384366
"2187",2004,"Hungary",384366
"2188",2004,"Japan",384366
"2189",2004,"Mexico",384366
"2190",2004,"Netherlands",384366
"2191",2004,"New.Zealand",384366
"2192",2004,"Norway",384366
"2193",2004,"Paraguay",384366
"2194",2004,"Peru",384366
"2195",2004,"Poland",384366
"2196",2004,"Romania",384366
"2197",2004,"Russia",384366
"2198",2004,"South.Africa",384366
"2199",2004,"Spain",384366
"2200",2004,"Sweden",384366
"2201",2004,"Switzerland",384366
"2202",2004,"Ukraine",384366
"2203",2004,"United.States",384366
"2204",2004,"Uruguay",384366
"2205",2004,"Argentina",384366
"2206",2004,"Australia",384366
"2207",2004,"Austria",384366
"2208",2004,"Belgium",384366
"2209",2004,"Bolivia",384366
"2210",2004,"Brazil",384366
"2211",2004,"Bulgaria",384366
"2212",2004,"Canada",384366
"2213",2004,"Chile",384366
"2214",2004,"France",384366
"2215",2004,"Germany",384366
"2216",2004,"Hungary",384366
"2217",2004,"Japan",384366
"2218",2004,"Mexico",384366
"2219",2004,"Netherlands",384366
"2220",2004,"New.Zealand",384366
"2221",2004,"Norway",384366
"2222",2004,"Paraguay",384366
"2223",2004,"Peru",384366
"2224",2004,"Poland",384366
"2225",2004,"Romania",384366
"2226",2004,"Russia",384366
"2227",2004,"South.Africa",384366
"2228",2004,"Spain",384366
"2229",2004,"Sweden",384366
"2230",2004,"Switzerland",384366
"2231",2004,"Ukraine",384366
"2232",2004,"United.States",384366
"2233",2004,"Uruguay",384366
"2234",2004,"Argentina",384366
"2235",2004,"Australia",384366
"2236",2004,"Austria",384366
"2237",2004,"Belgium",384366
"2238",2004,"Bolivia",384366
"2239",2004,"Brazil",384366
"2240",2004,"Bulgaria",384366
"2241",2004,"Canada",384366
"2242",2004,"Chile",384366
"2243",2004,"France",384366
"2244",2004,"Germany",384366
"2245",2004,"Hungary",384366
"2246",2004,"Japan",384366
"2247",2004,"Mexico",384366
"2248",2004,"Netherlands",384366
"2249",2004,"New.Zealand",384366
"2250",2004,"Norway",384366
"2251",2004,"Paraguay",384366
"2252",2004,"Peru",384366
"2253",2004,"Poland",384366
"2254",2004,"Romania",384366
"2255",2004,"Russia",384366
"2256",2004,"South.Africa",384366
"2257",2004,"Spain",384366
"2258",2004,"Sweden",384366
"2259",2004,"Switzerland",384366
"2260",2004,"Ukraine",384366
"2261",2004,"United.States",384366
"2262",2004,"Uruguay",384366
"2263",2004,"Argentina",384366
"2264",2004,"Australia",384366
"2265",2004,"Austria",384366
"2266",2004,"Belgium",384366
"2267",2004,"Bolivia",384366
"2268",2004,"Brazil",384366
"2269",2004,"Bulgaria",384366
"2270",2004,"Canada",384366
"2271",2004,"Chile",384366
"2272",2004,"France",384366
"2273",2004,"Germany",384366
"2274",2004,"Hungary",384366
"2275",2004,"Japan",384366
"2276",2004,"Mexico",384366
"2277",2004,"Netherlands",384366
"2278",2004,"New.Zealand",384366
"2279",2004,"Norway",384366
"2280",2004,"Paraguay",384366
"2281",2004,"Peru",384366
"2282",2004,"Poland",384366
"2283",2004,"Romania",384366
"2284",2004,"Russia",384366
"2285",2004,"South.Africa",384366
"2286",2004,"Spain",384366
"2287",2004,"Sweden",384366
"2288",2004,"Switzerland",384366
"2289",2004,"Ukraine",384366
"2290",2004,"United.States",384366
"2291",2004,"Uruguay",384366
"2292",2004,"Argentina",384366
"2293",2004,"Australia",384366
"2294",2004,"Austria",384366
"2295",2004,"Belgium",384366
"2296",2004,"Bolivia",384366
"2297",2004,"Brazil",384366
"2298",2004,"Bulgaria",384366
"2299",2004,"Canada",384366
"2300",2004,"Chile",384366
"2301",2004,"France",384366
"2302",2004,"Germany",384366
"2303",2004,"Hungary",384366
"2304",2004,"Japan",384366
"2305",2004,"Mexico",384366
"2306",2004,"Netherlands",384366
"2307",2004,"New.Zealand",384366
"2308",2004,"Norway",384366
"2309",2004,"Paraguay",384366
"2310",2004,"Peru",384366
"2311",2004,"Poland",384366
"2312",2004,"Romania",384366
"2313",2004,"Russia",384366
"2314",2004,"South.Africa",384366
"2315",2004,"Spain",384366
"2316",2004,"Sweden",384366
"2317",2004,"Switzerland",384366
"2318",2004,"Ukraine",384366
"2319",2004,"United.States",384366
"2320",2004,"Uruguay",384366
"2321",2004,"Argentina",384366
"2322",2004,"Australia",384366
"2323",2004,"Austria",384366
"2324",2004,"Belgium",384366
"2325",2004,"Bolivia",384366
"2326",2004,"Brazil",384366
"2327",2004,"Bulgaria",384366
"2328",2004,"Canada",384366
"2329",2004,"Chile",384366
"2330",2004,"France",384366
"2331",2004,"Germany",384366
"2332",2004,"Hungary",384366
"2333",2004,"Japan",384366
"2334",2004,"Mexico",384366
"2335",2004,"Netherlands",384366
"2336",2004,"New.Zealand",384366
"2337",2004,"Norway",384366
"2338",2004,"Paraguay",384366
"2339",2004,"Peru",384366
"2340",2004,"Poland",384366
"2341",2004,"Romania",384366
"2342",2004,"Russia",384366
"2343",2004,"South.Africa",384366
"2344",2004,"Spain",384366
"2345",2004,"Sweden",384366
"2346",2004,"Switzerland",384366
"2347",2004,"Ukraine",384366
"2348",2004,"United.States",384366
"2349",2004,"Uruguay",384366
"2350",2004,"Argentina",384366
"2351",2004,"Australia",384366
"2352",2004,"Austria",384366
"2353",2004,"Belgium",384366
"2354",2004,"Bolivia",384366
"2355",2004,"Brazil",384366
"2356",2004,"Bulgaria",384366
"2357",2004,"Canada",384366
"2358",2004,"Chile",384366
"2359",2004,"France",384366
"2360",2004,"Germany",384366
"2361",2004,"Hungary",384366
"2362",2004,"Japan",384366
"2363",2004,"Mexico",384366
"2364",2004,"Netherlands",384366
"2365",2004,"New.Zealand",384366
"2366",2004,"Norway",384366
"2367",2004,"Paraguay",384366
"2368",2004,"Peru",384366
"2369",2004,"Poland",384366
"2370",2004,"Romania",384366
"2371",2004,"Russia",384366
"2372",2004,"South.Africa",384366
"2373",2004,"Spain",384366
"2374",2004,"Sweden",384366
"2375",2004,"Switzerland",384366
"2376",2004,"Ukraine",384366
"2377",2004,"United.States",384366
"2378",2004,"Uruguay",384366
"2379",2004,"Argentina",384366
"2380",2004,"Australia",384366
"2381",2004,"Austria",384366
"2382",2004,"Belgium",384366
"2383",2004,"Bolivia",384366
"2384",2004,"Brazil",384366
"2385",2004,"Bulgaria",384366
"2386",2004,"Canada",384366
"2387",2004,"Chile",384366
"2388",2004,"France",384366
"2389",2004,"Germany",384366
"2390",2004,"Hungary",384366
"2391",2004,"Japan",384366
"2392",2004,"Mexico",384366
"2393",2004,"Netherlands",384366
"2394",2004,"New.Zealand",384366
"2395",2004,"Norway",384366
"2396",2004,"Paraguay",384366
"2397",2004,"Peru",384366
"2398",2004,"Poland",384366
"2399",2004,"Romania",384366
"2400",2004,"Russia",384366
"2401",2004,"South.Africa",384366
"2402",2004,"Spain",384366
"2403",2004,"Sweden",384366
"2404",2004,"Switzerland",384366
"2405",2004,"Ukraine",384366
"2406",2004,"United.States",384366
"2407",2004,"Uruguay",384366
"2408",2004,"Argentina",384366
"2409",2004,"Australia",384366
"2410",2004,"Austria",384366
"2411",2004,"Belgium",384366
"2412",2004,"Bolivia",384366
"2413",2004,"Brazil",384366
"2414",2004,"Bulgaria",384366
"2415",2004,"Canada",384366
"2416",2004,"Chile",384366
"2417",2004,"France",384366
"2418",2004,"Germany",384366
"2419",2004,"Hungary",384366
"2420",2004,"Japan",384366
"2421",2004,"Mexico",384366
"2422",2004,"Netherlands",384366
"2423",2004,"New.Zealand",384366
"2424",2004,"Norway",384366
"2425",2004,"Paraguay",384366
"2426",2004,"Peru",384366
"2427",2004,"Poland",384366
"2428",2004,"Romania",384366
"2429",2004,"Russia",384366
"2430",2004,"South.Africa",384366
"2431",2004,"Spain",384366
"2432",2004,"Sweden",384366
"2433",2004,"Switzerland",384366
"2434",2004,"Ukraine",384366
"2435",2004,"United.States",384366
"2436",2004,"Uruguay",384366
"2437",2004,"Argentina",384366
"2438",2004,"Australia",384366
"2439",2004,"Austria",384366
"2440",2004,"Belgium",384366
"2441",2004,"Bolivia",384366
"2442",2004,"Brazil",384366
"2443",2004,"Bulgaria",384366
"2444",2004,"Canada",384366
"2445",2004,"Chile",384366
"2446",2004,"France",384366
"2447",2004,"Germany",384366
"2448",2004,"Hungary",384366
"2449",2004,"Japan",384366
"2450",2004,"Mexico",384366
"2451",2004,"Netherlands",384366
"2452",2004,"New.Zealand",384366
"2453",2004,"Norway",384366
"2454",2004,"Paraguay",384366
"2455",2004,"Peru",384366
"2456",2004,"Poland",384366
"2457",2004,"Romania",384366
"2458",2004,"Russia",384366
"2459",2004,"South.Africa",384366
"2460",2004,"Spain",384366
"2461",2004,"Sweden",384366
"2462",2004,"Switzerland",384366
"2463",2004,"Ukraine",384366
"2464",2004,"United.States",384366
"2465",2004,"Uruguay",384366
"2466",2004,"Argentina",384366
"2467",2004,"Australia",384366
"2468",2004,"Austria",384366
"2469",2004,"Belgium",384366
"2470",2004,"Bolivia",384366
"2471",2004,"Brazil",384366
"2472",2004,"Bulgaria",384366
"2473",2004,"Canada",384366
"2474",2004,"Chile",384366
"2475",2004,"France",384366
"2476",2004,"Germany",384366
"2477",2004,"Hungary",384366
"2478",2004,"Japan",384366
"2479",2004,"Mexico",384366
"2480",2004,"Netherlands",384366
"2481",2004,"New.Zealand",384366
"2482",2004,"Norway",384366
"2483",2004,"Paraguay",384366
"2484",2004,"Peru",384366
"2485",2004,"Poland",384366
"2486",2004,"Romania",384366
"2487",2004,"Russia",384366
"2488",2004,"South.Africa",384366
"2489",2004,"Spain",384366
"2490",2004,"Sweden",384366
"2491",2004,"Switzerland",384366
"2492",2004,"Ukraine",384366
"2493",2004,"United.States",384366
"2494",2004,"Uruguay",384366
"2495",2004,"Argentina",384366
"2496",2004,"Australia",384366
"2497",2004,"Austria",384366
"2498",2004,"Belgium",384366
"2499",2004,"Bolivia",384366
"2500",2004,"Brazil",384366
"2501",2004,"Bulgaria",384366
"2502",2004,"Canada",384366
"2503",2004,"Chile",384366
"2504",2004,"France",384366
"2505",2004,"Germany",384366
"2506",2004,"Hungary",384366
"2507",2004,"Japan",384366
"2508",2004,"Mexico",384366
"2509",2004,"Netherlands",384366
"2510",2004,"New.Zealand",384366
"2511",2004,"Norway",384366
"2512",2004,"Paraguay",384366
"2513",2004,"Peru",384366
"2514",2004,"Poland",384366
"2515",2004,"Romania",384366
"2516",2004,"Russia",384366
"2517",2004,"South.Africa",384366
"2518",2004,"Spain",384366
"2519",2004,"Sweden",384366
"2520",2004,"Switzerland",384366
"2521",2004,"Ukraine",384366
"2522",2004,"United.States",384366
"2523",2004,"Uruguay",384366
"2524",2004,"Argentina",384366
"2525",2004,"Australia",384366
"2526",2004,"Austria",384366
"2527",2004,"Belgium",384366
"2528",2004,"Bolivia",384366
"2529",2004,"Brazil",384366
"2530",2004,"Bulgaria",384366
"2531",2004,"Canada",384366
"2532",2004,"Chile",384366
"2533",2004,"France",384366
"2534",2004,"Germany",384366
"2535",2004,"Hungary",384366
"2536",2004,"Japan",384366
"2537",2004,"Mexico",384366
"2538",2004,"Netherlands",384366
"2539",2004,"New.Zealand",384366
"2540",2004,"Norway",384366
"2541",2004,"Paraguay",384366
"2542",2004,"Peru",384366
"2543",2004,"Poland",384366
"2544",2004,"Romania",384366
"2545",2004,"Russia",384366
"2546",2004,"South.Africa",384366
"2547",2004,"Spain",384366
"2548",2004,"Sweden",384366
"2549",2004,"Switzerland",384366
"2550",2004,"Ukraine",384366
"2551",2004,"United.States",384366
"2552",2004,"Uruguay",384366
"2553",2004,"Argentina",384366
"2554",2004,"Australia",384366
"2555",2004,"Austria",384366
"2556",2004,"Belgium",384366
"2557",2004,"Bolivia",384366
"2558",2004,"Brazil",384366
"2559",2004,"Bulgaria",384366
"2560",2004,"Canada",384366
"2561",2004,"Chile",384366
"2562",2004,"France",384366
"2563",2004,"Germany",384366
"2564",2004,"Hungary",384366
"2565",2004,"Japan",384366
"2566",2004,"Mexico",384366
"2567",2004,"Netherlands",384366
"2568",2004,"New.Zealand",384366
"2569",2004,"Norway",384366
"2570",2004,"Paraguay",384366
"2571",2004,"Peru",384366
"2572",2004,"Poland",384366
"2573",2004,"Romania",384366
"2574",2004,"Russia",384366
"2575",2004,"South.Africa",384366
"2576",2004,"Spain",384366
"2577",2004,"Sweden",384366
"2578",2004,"Switzerland",384366
"2579",2004,"Ukraine",384366
"2580",2004,"United.States",384366
"2581",2004,"Uruguay",384366
"2582",2004,"Argentina",384366
"2583",2004,"Australia",384366
"2584",2004,"Austria",384366
"2585",2004,"Belgium",384366
"2586",2004,"Bolivia",384366
"2587",2004,"Brazil",384366
"2588",2004,"Bulgaria",384366
"2589",2004,"Canada",384366
"2590",2004,"Chile",384366
"2591",2004,"France",384366
"2592",2004,"Germany",384366
"2593",2004,"Hungary",384366
"2594",2004,"Japan",384366
"2595",2004,"Mexico",384366
"2596",2004,"Netherlands",384366
"2597",2004,"New.Zealand",384366
"2598",2004,"Norway",384366
"2599",2004,"Paraguay",384366
"2600",2004,"Peru",384366
"2601",2004,"Poland",384366
"2602",2004,"Romania",384366
"2603",2004,"Russia",384366
"2604",2004,"South.Africa",384366
"2605",2004,"Spain",384366
"2606",2004,"Sweden",384366
"2607",2004,"Switzerland",384366
"2608",2004,"Ukraine",384366
"2609",2004,"United.States",384366
"2610",2004,"Uruguay",384366
"2611",2004,"Argentina",384366
"2612",2004,"Australia",384366
"2613",2004,"Austria",384366
"2614",2004,"Belgium",384366
"2615",2004,"Bolivia",384366
"2616",2004,"Brazil",384366
"2617",2004,"Bulgaria",384366
"2618",2004,"Canada",384366
"2619",2004,"Chile",384366
"2620",2004,"France",384366
"2621",2004,"Germany",384366
"2622",2004,"Hungary",384366
"2623",2004,"Japan",384366
"2624",2004,"Mexico",384366
"2625",2004,"Netherlands",384366
"2626",2004,"New.Zealand",384366
"2627",2004,"Norway",384366
"2628",2004,"Paraguay",384366
"2629",2004,"Peru",384366
"2630",2004,"Poland",384366
"2631",2004,"Romania",384366
"2632",2004,"Russia",384366
"2633",2004,"South.Africa",384366
"2634",2004,"Spain",384366
"2635",2004,"Sweden",384366
"2636",2004,"Switzerland",384366
"2637",2004,"Ukraine",384366
"2638",2004,"United.States",384366
"2639",2004,"Uruguay",384366
"2640",2004,"Argentina",384366
"2641",2004,"Australia",384366
"2642",2004,"Austria",384366
"2643",2004,"Belgium",384366
"2644",2004,"Bolivia",384366
"2645",2004,"Brazil",384366
"2646",2004,"Bulgaria",384366
"2647",2004,"Canada",384366
"2648",2004,"Chile",384366
"2649",2004,"France",384366
"2650",2004,"Germany",384366
"2651",2004,"Hungary",384366
"2652",2004,"Japan",384366
"2653",2004,"Mexico",384366
"2654",2004,"Netherlands",384366
"2655",2004,"New.Zealand",384366
"2656",2004,"Norway",384366
"2657",2004,"Paraguay",384366
"2658",2004,"Peru",384366
"2659",2004,"Poland",384366
"2660",2004,"Romania",384366
"2661",2004,"Russia",384366
"2662",2004,"South.Africa",384366
"2663",2004,"Spain",384366
"2664",2004,"Sweden",384366
"2665",2004,"Switzerland",384366
"2666",2004,"Ukraine",384366
"2667",2004,"United.States",384366
"2668",2004,"Uruguay",384366
"2669",2004,"Argentina",384366
"2670",2004,"Australia",384366
"2671",2004,"Austria",384366
"2672",2004,"Belgium",384366
"2673",2004,"Bolivia",384366
"2674",2004,"Brazil",384366
"2675",2004,"Bulgaria",384366
"2676",2004,"Canada",384366
"2677",2004,"Chile",384366
"2678",2004,"France",384366
"2679",2004,"Germany",384366
"2680",2004,"Hungary",384366
"2681",2004,"Japan",384366
"2682",2004,"Mexico",384366
"2683",2004,"Netherlands",384366
"2684",2004,"New.Zealand",384366
"2685",2004,"Norway",384366
"2686",2004,"Paraguay",384366
"2687",2004,"Peru",384366
"2688",2004,"Poland",384366
"2689",2004,"Romania",384366
"2690",2004,"Russia",384366
"2691",2004,"South.Africa",384366
"2692",2004,"Spain",384366
"2693",2004,"Sweden",384366
"2694",2004,"Switzerland",384366
"2695",2004,"Ukraine",384366
"2696",2004,"United.States",384366
"2697",2004,"Uruguay",384366
"2698",2004,"Argentina",384366
"2699",2004,"Australia",384366
"2700",2004,"Austria",384366
"2701",2004,"Belgium",384366
"2702",2004,"Bolivia",384366
"2703",2004,"Brazil",384366
"2704",2004,"Bulgaria",384366
"2705",2004,"Canada",384366
"2706",2004,"Chile",384366
"2707",2004,"France",384366
"2708",2004,"Germany",384366
"2709",2004,"Hungary",384366
"2710",2004,"Japan",384366
"2711",2004,"Mexico",384366
"2712",2004,"Netherlands",384366
"2713",2004,"New.Zealand",384366
"2714",2004,"Norway",384366
"2715",2004,"Paraguay",384366
"2716",2004,"Peru",384366
"2717",2004,"Poland",384366
"2718",2004,"Romania",384366
"2719",2004,"Russia",384366
"2720",2004,"South.Africa",384366
"2721",2004,"Spain",384366
"2722",2004,"Sweden",384366
"2723",2004,"Switzerland",384366
"2724",2004,"Ukraine",384366
"2725",2004,"United.States",384366
"2726",2004,"Uruguay",384366
"2727",2004,"Argentina",384366
"2728",2004,"Australia",384366
"2729",2004,"Austria",384366
"2730",2004,"Belgium",384366
"2731",2004,"Bolivia",384366
"2732",2004,"Brazil",384366
"2733",2004,"Bulgaria",384366
"2734",2004,"Canada",384366
"2735",2004,"Chile",384366
"2736",2004,"France",384366
"2737",2004,"Germany",384366
"2738",2004,"Hungary",384366
"2739",2004,"Japan",384366
"2740",2004,"Mexico",384366
"2741",2004,"Netherlands",384366
"2742",2004,"New.Zealand",384366
"2743",2004,"Norway",384366
"2744",2004,"Paraguay",384366
"2745",2004,"Peru",384366
"2746",2004,"Poland",384366
"2747",2004,"Romania",384366
"2748",2004,"Russia",384366
"2749",2004,"South.Africa",384366
"2750",2004,"Spain",384366
"2751",2004,"Sweden",384366
"2752",2004,"Switzerland",384366
"2753",2004,"Ukraine",384366
"2754",2004,"United.States",384366
"2755",2004,"Uruguay",384366
"2756",2004,"Argentina",384366
"2757",2004,"Australia",384366
"2758",2004,"Austria",384366
"2759",2004,"Belgium",384366
"2760",2004,"Bolivia",384366
"2761",2004,"Brazil",384366
"2762",2004,"Bulgaria",384366
"2763",2004,"Canada",384366
"2764",2004,"Chile",384366
"2765",2004,"France",384366
"2766",2004,"Germany",384366
"2767",2004,"Hungary",384366
"2768",2004,"Japan",384366
"2769",2004,"Mexico",384366
"2770",2004,"Netherlands",384366
"2771",2004,"New.Zealand",384366
"2772",2004,"Norway",384366
"2773",2004,"Paraguay",384366
"2774",2004,"Peru",384366
"2775",2004,"Poland",384366
"2776",2004,"Romania",384366
"2777",2004,"Russia",384366
"2778",2004,"South.Africa",384366
"2779",2004,"Spain",384366
"2780",2004,"Sweden",384366
"2781",2004,"Switzerland",384366
"2782",2004,"Ukraine",384366
"2783",2004,"United.States",384366
"2784",2004,"Uruguay",384366
"2785",2004,"Argentina",384366
"2786",2004,"Australia",384366
"2787",2004,"Austria",384366
"2788",2004,"Belgium",384366
"2789",2004,"Bolivia",384366
"2790",2004,"Brazil",384366
"2791",2004,"Bulgaria",384366
"2792",2004,"Canada",384366
"2793",2004,"Chile",384366
"2794",2004,"France",384366
"2795",2004,"Germany",384366
"2796",2004,"Hungary",384366
"2797",2004,"Japan",384366
"2798",2004,"Mexico",384366
"2799",2004,"Netherlands",384366
"2800",2004,"New.Zealand",384366
"2801",2004,"Norway",384366
"2802",2004,"Paraguay",384366
"2803",2004,"Peru",384366
"2804",2004,"Poland",384366
"2805",2004,"Romania",384366
"2806",2004,"Russia",384366
"2807",2004,"South.Africa",384366
"2808",2004,"Spain",384366
"2809",2004,"Sweden",384366
"2810",2004,"Switzerland",384366
"2811",2004,"Ukraine",384366
"2812",2004,"United.States",384366
"2813",2004,"Uruguay",384366
"2814",2004,"Argentina",384366
"2815",2004,"Australia",384366
"2816",2004,"Austria",384366
"2817",2004,"Belgium",384366
"2818",2004,"Bolivia",384366
"2819",2004,"Brazil",384366
"2820",2004,"Bulgaria",384366
"2821",2004,"Canada",384366
"2822",2004,"Chile",384366
"2823",2004,"France",384366
"2824",2004,"Germany",384366
"2825",2004,"Hungary",384366
"2826",2004,"Japan",384366
"2827",2004,"Mexico",384366
"2828",2004,"Netherlands",384366
"2829",2004,"New.Zealand",384366
"2830",2004,"Norway",384366
"2831",2004,"Paraguay",384366
