"","country","year_week","value","indicator","country_code","new_cases","population","FirstDose","SecondDose"
"572","Estonia","2020-W52",20.542131686351,"Weekly new hospital admissions per 100k","EE",4014,1328976,382,0
"573","Estonia","2020-W53",19.3381972285429,"Weekly new hospital admissions per 100k","EE",3713,1328976,4672,8
"574","Estonia","2021-W01",19.1877054213169,"Weekly new hospital admissions per 100k","EE",4284,1328976,16818,10
"575","Estonia","2021-W02",21.068853011642,"Weekly new hospital admissions per 100k","EE",3539,1328976,14399,295
"576","Estonia","2021-W03",21.6708202405461,"Weekly new hospital admissions per 100k","EE",3372,1328976,12750,6572
"577","Estonia","2021-W04",22.5737710839022,"Weekly new hospital admissions per 100k","EE",3492,1328976,13851,20702
"578","Estonia","2021-W05",21.8965579513851,"Weekly new hospital admissions per 100k","EE",4059,1328976,18781,18125
"579","Estonia","2021-W06",22.7995087947412,"Weekly new hospital admissions per 100k","EE",4560,1328976,23572,12574
"580","Estonia","2021-W07",25.1321318067444,"Weekly new hospital admissions per 100k","EE",4789,1328976,34766,10834
"581","Estonia","2021-W08",29.1201646982338,"Weekly new hospital admissions per 100k","EE",9012,1328976,35007,18383
"582","Estonia","2021-W09",40.0308207221199,"Weekly new hospital admissions per 100k","EE",9555,1328976,48126,21733
"583","Estonia","2021-W10",40.4822961437979,"Weekly new hospital admissions per 100k","EE",9903,1328976,72542,19283
"584","Estonia","2021-W11",39.5793453004418,"Weekly new hospital admissions per 100k","EE",10308,1328976,58031,10438
"585","Estonia","2021-W12",40.858525661863,"Weekly new hospital admissions per 100k","EE",7820,1328976,54186,9230
"586","Estonia","2021-W13",37.0962304812126,"Weekly new hospital admissions per 100k","EE",5567,1328976,65013,17868
"587","Estonia","2021-W14",28.2924597584908,"Weekly new hospital admissions per 100k","EE",4662,1328976,65409,13919
"588","Estonia","2021-W15",21.3698366260941,"Weekly new hospital admissions per 100k","EE",3339,1328976,58202,23291
"589","Estonia","2021-W16",18.5104922887998,"Weekly new hospital admissions per 100k","EE",2596,1328976,47258,31321
"590","Estonia","2021-W17",16.4036069876356,"Weekly new hospital admissions per 100k","EE",2565,1328976,56113,54478
"591","Estonia","2021-W18",13.5442626503413,"Weekly new hospital admissions per 100k","EE",2394,1328976,67770,72381
"592","Estonia","2021-W19",10.534426505821,"Weekly new hospital admissions per 100k","EE",1869,1328976,55772,41247
"593","Estonia","2021-W20",9.85721337330396,"Weekly new hospital admissions per 100k","EE",1463,1328976,72500,54627
"594","Estonia","2021-W21",5.86918048181457,"Weekly new hospital admissions per 100k","EE",875,1328976,63594,62211
"595","Estonia","2021-W22",3.53655746981134,"Weekly new hospital admissions per 100k","EE",612,1328976,57157,62138
"596","Estonia","2021-W23",2.78409843368127,"Weekly new hospital admissions per 100k","EE",382,1328976,45707,92389
"597","Estonia","2021-W24",2.85934433729428,"Weekly new hospital admissions per 100k","EE",280,1328976,39338,102714
"598","Estonia","2021-W25",1.73065578309917,"Weekly new hospital admissions per 100k","EE",165,1328976,16687,45626
"599","Estonia","2021-W26",1.12868855419511,"Weekly new hospital admissions per 100k","EE",224,1328976,25295,73502
"600","Estonia","2021-W27",1.58016397587315,"Weekly new hospital admissions per 100k","EE",301,1328976,29522,53544
"601","Estonia","2021-W28",1.0534426505821,"Weekly new hospital admissions per 100k","EE",374,1328976,28838,43326
"602","Estonia","2021-W29",2.1068853011642,"Weekly new hospital admissions per 100k","EE",642,1328976,39996,43417
"603","Estonia","2021-W30",3.0850820481333,"Weekly new hospital admissions per 100k","EE",1247,1328976,35299,29504
"604","Estonia","2021-W31",3.46131156619834,"Weekly new hospital admissions per 100k","EE",1452,1328976,47218,23464
"605","Estonia","2021-W32",5.49295096374953,"Weekly new hospital admissions per 100k","EE",1932,1328976,44608,26429
"606","Estonia","2021-W33",5.1919673492975,"Weekly new hospital admissions per 100k","EE",1971,1328976,30756,23080
"607","Estonia","2020-W13",3.91278698787638,"Weekly new ICU admissions per 100k","EE",353,1328976,NA,NA
"608","Estonia","2020-W17",0.601967228904059,"Weekly new ICU admissions per 100k","EE",115,1328976,NA,NA
"609","Estonia","2020-W18",0.601967228904059,"Weekly new ICU admissions per 100k","EE",57,1328976,NA,NA
"610","Estonia","2020-W19",0.376229518065037,"Weekly new ICU admissions per 100k","EE",39,1328976,NA,NA
"611","Estonia","2020-W20",0.376229518065037,"Weekly new ICU admissions per 100k","EE",35,1328976,NA,NA
"612","Estonia","2020-W21",0.0752459036130073,"Weekly new ICU admissions per 100k","EE",49,1328976,NA,NA
"613","Estonia","2020-W22",0.0752459036130073,"Weekly new ICU admissions per 100k","EE",46,1328976,NA,NA
"614","Estonia","2020-W23",0,"Weekly new ICU admissions per 100k","EE",70,1328976,NA,NA
"615","Estonia","2020-W24",0,"Weekly new ICU admissions per 100k","EE",34,1328976,NA,NA
"616","Estonia","2020-W26",0.0752459036130073,"Weekly new ICU admissions per 100k","EE",6,1328976,NA,NA
"617","Estonia","2020-W27",0.0752459036130073,"Weekly new ICU admissions per 100k","EE",6,1328976,NA,NA
"618","Estonia","2020-W28",0.150491807226015,"Weekly new ICU admissions per 100k","EE",21,1328976,NA,NA
"619","Estonia","2020-W29",0.0752459036130073,"Weekly new ICU admissions per 100k","EE",7,1328976,NA,NA
"620","Estonia","2020-W30",0,"Weekly new ICU admissions per 100k","EE",13,1328976,NA,NA
"621","Estonia","2020-W31",0,"Weekly new ICU admissions per 100k","EE",45,1328976,NA,NA
"622","Estonia","2020-W32",0.0752459036130073,"Weekly new ICU admissions per 100k","EE",73,1328976,NA,NA
"623","Estonia","2020-W33",0,"Weekly new ICU admissions per 100k","EE",38,1328976,NA,NA
"624","Estonia","2020-W34",0,"Weekly new ICU admissions per 100k","EE",82,1328976,NA,NA
"625","Estonia","2020-W35",0,"Weekly new ICU admissions per 100k","EE",101,1328976,NA,NA
"626","Estonia","2020-W36",0,"Weekly new ICU admissions per 100k","EE",142,1328976,NA,NA
"627","Estonia","2020-W37",0.0752459036130073,"Weekly new ICU admissions per 100k","EE",161,1328976,NA,NA
"628","Estonia","2020-W38",0.225737710839022,"Weekly new ICU admissions per 100k","EE",248,1328976,NA,NA
"629","Estonia","2020-W39",0.225737710839022,"Weekly new ICU admissions per 100k","EE",276,1328976,NA,NA
"630","Estonia","2020-W40",0.300983614452029,"Weekly new ICU admissions per 100k","EE",407,1328976,NA,NA
"631","Estonia","2020-W41",0.300983614452029,"Weekly new ICU admissions per 100k","EE",258,1328976,NA,NA
"632","Estonia","2020-W42",0.150491807226015,"Weekly new ICU admissions per 100k","EE",213,1328976,NA,NA
"633","Estonia","2020-W43",0.300983614452029,"Weekly new ICU admissions per 100k",NA,NA,NA,NA,NA
"634","Estonia","2020-W44",0.225737710839022,"Weekly new ICU admissions per 100k","EE",574,1328976,NA,NA
"635","Estonia","2020-W45",0.300983614452029,"Weekly new ICU admissions per 100k","EE",1140,1328976,NA,NA
"636","Estonia","2020-W46",0.601967228904059,"Weekly new ICU admissions per 100k","EE",1512,1328976,NA,NA
"637","Estonia","2020-W47",0.601967228904059,"Weekly new ICU admissions per 100k","EE",2087,1328976,NA,NA
"638","Estonia","2020-W48",0.902950843356088,"Weekly new ICU admissions per 100k","EE",2328,1328976,NA,NA
"639","Estonia","2020-W49",1.12868855419511,"Weekly new ICU admissions per 100k","EE",2926,1328976,NA,NA
"640","Estonia","2020-W50",1.42967216864714,"Weekly new ICU admissions per 100k","EE",3077,1328976,NA,NA
"641","Estonia","2020-W51",1.50491807226015,"Weekly new ICU admissions per 100k","EE",3739,1328976,NA,NA
"642","Estonia","2020-W52",2.18213120477721,"Weekly new ICU admissions per 100k","EE",4014,1328976,382,0
"643","Estonia","2020-W53",2.48311481922924,"Weekly new ICU admissions per 100k","EE",3713,1328976,4672,8
"644","Estonia","2021-W01",2.33262301200323,"Weekly new ICU admissions per 100k","EE",4284,1328976,16818,10
"645","Estonia","2021-W02",2.18213120477721,"Weekly new ICU admissions per 100k","EE",3539,1328976,14399,295
"646","Estonia","2021-W03",2.40786891561623,"Weekly new ICU admissions per 100k","EE",3372,1328976,12750,6572
"647","Estonia","2021-W04",1.95639349393819,"Weekly new ICU admissions per 100k","EE",3492,1328976,13851,20702
"648","Estonia","2021-W05",1.58016397587315,"Weekly new ICU admissions per 100k","EE",4059,1328976,18781,18125
"649","Estonia","2021-W06",1.65540987948616,"Weekly new ICU admissions per 100k","EE",4560,1328976,23572,12574
"650","Estonia","2021-W07",2.1068853011642,"Weekly new ICU admissions per 100k","EE",4789,1328976,34766,10834
"651","Estonia","2021-W08",2.1068853011642,"Weekly new ICU admissions per 100k","EE",9012,1328976,35007,18383
"652","Estonia","2021-W09",3.00983614452029,"Weekly new ICU admissions per 100k","EE",9555,1328976,48126,21733
"653","Estonia","2021-W10",3.91278698787638,"Weekly new ICU admissions per 100k","EE",9903,1328976,72542,19283
"654","Estonia","2021-W11",4.28901650594142,"Weekly new ICU admissions per 100k","EE",10308,1328976,58031,10438
"655","Estonia","2021-W12",3.83754108426337,"Weekly new ICU admissions per 100k","EE",7820,1328976,54186,9230
"656","Estonia","2021-W14",3.98803289148939,"Weekly new ICU admissions per 100k","EE",4662,1328976,65409,13919
"657","Estonia","2021-W15",3.00983614452029,"Weekly new ICU admissions per 100k","EE",3339,1328976,58202,23291
"658","Estonia","2021-W16",3.0850820481333,"Weekly new ICU admissions per 100k","EE",2596,1328976,47258,31321
"659","Estonia","2021-W17",3.16032795174631,"Weekly new ICU admissions per 100k","EE",2565,1328976,56113,54478
"660","Estonia","2021-W18",2.33262301200323,"Weekly new ICU admissions per 100k","EE",2394,1328976,67770,72381
"661","Estonia","2021-W19",2.18213120477721,"Weekly new ICU admissions per 100k","EE",1869,1328976,55772,41247
"662","Estonia","2021-W20",1.50491807226015,"Weekly new ICU admissions per 100k","EE",1463,1328976,72500,54627
"663","Estonia","2021-W21",0.601967228904059,"Weekly new ICU admissions per 100k","EE",875,1328976,63594,62211
"664","Estonia","2021-W22",0.526721325291051,"Weekly new ICU admissions per 100k","EE",612,1328976,57157,62138
"665","Estonia","2021-W23",0.376229518065037,"Weekly new ICU admissions per 100k","EE",382,1328976,45707,92389
"666","Estonia","2021-W24",0.225737710839022,"Weekly new ICU admissions per 100k","EE",280,1328976,39338,102714
"667","Estonia","2021-W25",0.300983614452029,"Weekly new ICU admissions per 100k","EE",165,1328976,16687,45626
"668","Estonia","2021-W26",0.300983614452029,"Weekly new ICU admissions per 100k","EE",224,1328976,25295,73502
"669","Estonia","2021-W27",0.150491807226015,"Weekly new ICU admissions per 100k","EE",301,1328976,29522,53544
"670","Estonia","2021-W28",0.0752459036130073,"Weekly new ICU admissions per 100k","EE",374,1328976,28838,43326
"671","Estonia","2021-W29",0.150491807226015,"Weekly new ICU admissions per 100k","EE",642,1328976,39996,43417
"672","Estonia","2021-W30",0.150491807226015,"Weekly new ICU admissions per 100k","EE",1247,1328976,35299,29504
"673","Estonia","2021-W31",0.0752459036130073,"Weekly new ICU admissions per 100k","EE",1452,1328976,47218,23464
"674","Estonia","2021-W32",0.451475421678044,"Weekly new ICU admissions per 100k","EE",1932,1328976,44608,26429
"675","Estonia","2021-W33",0.82770493974308,"Weekly new ICU admissions per 100k","EE",1971,1328976,30756,23080
"676","France","2020-W09",0,"Weekly new hospital admissions per 100k","FR",121,67320216,NA,NA
"677","France","2020-W10",0,"Weekly new hospital admissions per 100k","FR",981,67320216,NA,NA
"678","France","2020-W11",1.72162252123493,"Weekly new hospital admissions per 100k","FR",4297,67320216,NA,NA
"679","France","2020-W12",11.4289591703033,"Weekly new hospital admissions per 100k","FR",11266,67320216,NA,NA
"680","France","2020-W13",25.2554151044316,"Weekly new hospital admissions per 100k","FR",23485,67320216,NA,NA
"681","France","2020-W14",29.6939035370891,"Weekly new hospital admissions per 100k","FR",31002,67320216,NA,NA
"682","France","2020-W15",24.3448416743048,"Weekly new hospital admissions per 100k","FR",25898,67320216,NA,NA
"683","France","2020-W16",15.2064277393287,"Weekly new hospital admissions per 100k","FR",16220,67320216,NA,NA
"684","France","2020-W17",11.3175513281181,"Weekly new hospital admissions per 100k","FR",11120,67320216,NA,NA
"685","France","2020-W18",7.27567481363993,"Weekly new hospital admissions per 100k","FR",6144,67320216,NA,NA
"686","France","2020-W19",5.40105218913736,"Weekly new hospital admissions per 100k","FR",4046,67320216,NA,NA
"687","France","2020-W20",3.9735463712713,"Weekly new hospital admissions per 100k","FR",3392,67320216,NA,NA
"688","France","2020-W21",2.62328332398696,"Weekly new hospital admissions per 100k","FR",4663,67320216,NA,NA
"689","France","2020-W22",2.09892374676873,"Weekly new hospital admissions per 100k","FR",4005,67320216,NA,NA
"690","France","2020-W23",1.4483019484073,"Weekly new hospital admissions per 100k","FR",3169,67320216,NA,NA
"691","France","2020-W24",1.04426284074906,"Weekly new hospital admissions per 100k","FR",3282,67320216,NA,NA
"692","France","2020-W25",0.91502974381425,"Weekly new hospital admissions per 100k","FR",3558,67320216,NA,NA
"693","France","2020-W26",0.818476280587097,"Weekly new hospital admissions per 100k","FR",3575,67320216,NA,NA
"694","France","2020-W27",0.79470927425426,"Weekly new hospital admissions per 100k","FR",3832,67320216,NA,NA
"695","France","2020-W28",0.747175261588584,"Weekly new hospital admissions per 100k","FR",3994,67320216,NA,NA
"696","France","2020-W29",0.756087888963398,"Weekly new hospital admissions per 100k","FR",4503,67320216,NA,NA
"697","France","2020-W30",0.837786973232528,"Weekly new hospital admissions per 100k","FR",6628,67320216,NA,NA
"698","France","2020-W31",0.932854998563879,"Weekly new hospital admissions per 100k","FR",8503,67320216,NA,NA
"699","France","2020-W32",0.987816200708566,"Weekly new hospital admissions per 100k","FR",11908,67320216,NA,NA
"700","France","2020-W33",1.22102995034954,"Weekly new hospital admissions per 100k","FR",17306,67320216,NA,NA
"701","France","2020-W34",1.40522424942903,"Weekly new hospital admissions per 100k","FR",28123,67320216,NA,NA
"702","France","2020-W35",1.58644767271692,"Weekly new hospital admissions per 100k","FR",39812,67320216,NA,NA
"703","France","2020-W36",2.29351611111884,"Weekly new hospital admissions per 100k","FR",52783,67320216,NA,NA
"704","France","2020-W37",3.22191479599531,"Weekly new hospital admissions per 100k","FR",64661,67320216,NA,NA
"705","France","2020-W38",4.71775075706828,"Weekly new hospital admissions per 100k","FR",75740,67320216,NA,NA
"706","France","2020-W39",5.70705239567265,"Weekly new hospital admissions per 100k","FR",74047,67320216,NA,NA
"707","France","2020-W40",5.88381950527313,"Weekly new hospital admissions per 100k","FR",79885,67320216,NA,NA
"708","France","2020-W41",6.88351920914811,"Weekly new hospital admissions per 100k","FR",123001,67320216,NA,NA
"709","France","2020-W42",10.5050167991143,"Weekly new hospital admissions per 100k","FR",174734,67320216,NA,NA
"710","France","2020-W43",17.1077882459557,"Weekly new hospital admissions per 100k","FR",275387,67320216,NA,NA
"711","France","2020-W44",23.989822017208,"Weekly new hospital admissions per 100k","FR",334435,67320216,NA,NA
"712","France","2020-W45",27.4969408891974,"Weekly new hospital admissions per 100k","FR",304537,67320216,NA,NA
"713","France","2020-W46",23.7952296528579,"Weekly new hospital admissions per 100k","FR",178236,67320216,NA,NA
"714","France","2020-W47",18.7729641271502,"Weekly new hospital admissions per 100k","FR",116361,67320216,NA,NA
"715","France","2020-W48",12.8133872891911,"Weekly new hospital admissions per 100k","FR",78220,67320216,NA,NA
"716","France","2020-W49",12.0186780149369,"Weekly new hospital admissions per 100k","FR",72108,67320216,NA,NA
"717","France","2020-W50",12.115231478164,"Weekly new hospital admissions per 100k","FR",78718,67320216,NA,NA
"718","France","2020-W51",12.3573578551798,"Weekly new hospital admissions per 100k","FR",94277,67320216,NA,NA
"719","France","2020-W52",10.7783373719419,"Weekly new hospital admissions per 100k","FR",85079,67320216,0,0
"720","France","2020-W53",10.6357353339449,"Weekly new hospital admissions per 100k","FR",89718,67320216,3552,0
"721","France","2021-W01",12.5816589774459,"Weekly new hospital admissions per 100k","FR",123772,67320216,202304,0
"722","France","2021-W02",13.7120772161515,"Weekly new hospital admissions per 100k","FR",120584,67320216,691794,238
"723","France","2021-W03",15.7961465839622,"Weekly new hospital admissions per 100k","FR",132681,67320216,1352926,1622
"724","France","2021-W04",15.632748415424,"Weekly new hospital admissions per 100k","FR",134201,67320216,1065688,94910
"725","France","2021-W05",15.7411853818176,"Weekly new hospital admissions per 100k","FR",131725,67320216,741598,406876
"726","France","2021-W06",13.8353685615031,"Weekly new hospital admissions per 100k","FR",114493,67320216,746282,790210
"727","France","2021-W07",13.1832613252459,"Weekly new hospital admissions per 100k","FR",120503,67320216,582664,1048498
"728","France","2021-W08",13.6467179487362,"Weekly new hospital admissions per 100k","FR",130574,67320216,837388,854134
"729","France","2021-W09",13.3912226306582,"Weekly new hospital admissions per 100k","FR",128276,67320216,1937898,680180
"730","France","2021-W10",13.8650773194192,"Weekly new hospital admissions per 100k","FR",149109,67320216,2563986,600264
"731","France","2021-W11",15.5406512658842,"Weekly new hospital admissions per 100k","FR",190121,67320216,2114482,414892
"732","France","2021-W12",18.0495558718944,"Weekly new hospital admissions per 100k","FR",230574,67320216,3247222,455118
"733","France","2021-W13",19.4176441739284,"Weekly new hospital admissions per 100k","FR",243764,67320216,3050652,914766
"734","France","2021-W14",19.5647025256128,"Weekly new hospital admissions per 100k","FR",205598,67320216,3086862,1179214
"735","France","2021-W15",18.676410663923,"Weekly new hospital admissions per 100k","FR",201074,67320216,3490826,1637914
"736","France","2021-W16",17.5549050525922,"Weekly new hospital admissions per 100k","FR",178829,67320216,3091642,1999840
"737","France","2021-W17",15.2079131772245,"Weekly new hospital admissions per 100k","FR",132684,67320216,3561350,1996350
"738","France","2021-W18",11.4230174187201,"Weekly new hospital admissions per 100k","FR",109016,67320216,4033356,2457482
"739","France","2021-W19",7.7614130055673,"Weekly new hospital admissions per 100k","FR",88274,67320216,4997748,2119540
"740","France","2021-W20",6.52404323836394,"Weekly new hospital admissions per 100k","FR",101042,67320216,5577700,1754214
"741","France","2021-W21",4.56326521590483,"Weekly new hospital admissions per 100k","FR",62447,67320216,4691160,2142704
"742","France","2021-W22",3.91561429333501,"Weekly new hospital admissions per 100k","FR",46640,67320216,5065174,2976334
"743","France","2021-W23",2.81787568833707,"Weekly new hospital admissions per 100k","FR",27912,67320216,4540882,3525282
"744","France","2021-W24",1.88799156556479,"Weekly new hospital admissions per 100k","FR",16646,67320216,3561766,4584112
"745","France","2021-W25",1.32798147884731,"Weekly new hospital admissions per 100k","FR",12710,67320216,2629486,5538394
"746","France","2021-W26",1.11704929764337,"Weekly new hospital admissions per 100k","FR",16182,67320216,2346808,5859028
"747","France","2021-W27",1.05317546812387,"Weekly new hospital admissions per 100k","FR",26436,67320216,2442508,5437958
"748","France","2021-W28",1.56268066638408,"Weekly new hospital admissions per 100k","FR",55091,67320216,3419502,5197202
"749","France","2021-W29",2.48959391336475,"Weekly new hospital admissions per 100k","FR",126207,67320216,4641618,4898720
"750","France","2021-W30",4.86480910875271,"Weekly new hospital admissions per 100k","FR",152682,67320216,5169694,3499608
"751","France","2021-W31",6.44680046778222,"Weekly new hospital admissions per 100k","FR",158539,67320216,4135452,2866434
"752","France","2021-W32",7.03949018820736,"Weekly new hospital admissions per 100k","FR",165877,67320216,3008780,3205606
"753","France","2021-W33",8.56652034509218,"Weekly new hospital admissions per 100k","FR",148576,67320216,2159524,3993428
"754","France","2020-W09",0,"Weekly new ICU admissions per 100k","FR",121,67320216,NA,NA
"755","France","2020-W10",0,"Weekly new ICU admissions per 100k","FR",981,67320216,NA,NA
"756","France","2020-W11",0.429291551886881,"Weekly new ICU admissions per 100k","FR",4297,67320216,NA,NA
"757","France","2020-W12",2.56832212184227,"Weekly new ICU admissions per 100k","FR",11266,67320216,NA,NA
"758","France","2020-W13",5.56445035767562,"Weekly new ICU admissions per 100k","FR",23485,67320216,NA,NA
"759","France","2020-W14",5.92392632845979,"Weekly new ICU admissions per 100k","FR",31002,67320216,NA,NA
"760","France","2020-W15",3.76558506585897,"Weekly new ICU admissions per 100k","FR",25898,67320216,NA,NA
"761","France","2020-W16",2.28460348374402,"Weekly new ICU admissions per 100k","FR",16220,67320216,NA,NA
"762","France","2020-W17",1.52554471898902,"Weekly new ICU admissions per 100k","FR",11120,67320216,NA,NA
"763","France","2020-W18",0.977418135437949,"Weekly new ICU admissions per 100k","FR",6144,67320216,NA,NA
"764","France","2020-W19",0.741233510005375,"Weekly new ICU admissions per 100k","FR",4046,67320216,NA,NA
"765","France","2020-W20",0.573379027779709,"Weekly new ICU admissions per 100k","FR",3392,67320216,NA,NA
"766","France","2020-W21",0.355019657096763,"Weekly new ICU admissions per 100k","FR",4663,67320216,NA,NA
"767","France","2020-W22",0.314912833910099,"Weekly new ICU admissions per 100k","FR",4005,67320216,NA,NA
"768","France","2020-W23",0.20201955382912,"Weekly new ICU admissions per 100k","FR",3169,67320216,NA,NA
"769","France","2020-W24",0.161912730642457,"Weekly new ICU admissions per 100k","FR",3282,67320216,NA,NA
"770","France","2020-W25",0.115864155872584,"Weekly new ICU admissions per 100k","FR",3558,67320216,NA,NA
"771","France","2020-W26",0.112893280080979,"Weekly new ICU admissions per 100k","FR",3575,67320216,NA,NA
"772","France","2020-W27",0.121805907455793,"Weekly new ICU admissions per 100k","FR",3832,67320216,NA,NA
"773","France","2020-W28",0.117349593768386,"Weekly new ICU admissions per 100k","FR",3994,67320216,NA,NA
"774","France","2020-W29",0.120320469559991,"Weekly new ICU admissions per 100k","FR",4503,67320216,NA,NA
"775","France","2020-W30",0.115864155872584,"Weekly new ICU admissions per 100k","FR",6628,67320216,NA,NA
"776","France","2020-W31",0.160427292746654,"Weekly new ICU admissions per 100k","FR",8503,67320216,NA,NA
"777","France","2020-W32",0.164883606434061,"Weekly new ICU admissions per 100k","FR",11908,67320216,NA,NA
"778","France","2020-W33",0.188650612766899,"Weekly new ICU admissions per 100k","FR",17306,67320216,NA,NA
"779","France","2020-W34",0.25846619386961,"Weekly new ICU admissions per 100k","FR",28123,67320216,NA,NA
"780","France","2020-W35",0.304514768639483,"Weekly new ICU admissions per 100k","FR",39812,67320216,NA,NA
"781","France","2020-W36",0.448602244532311,"Weekly new ICU admissions per 100k","FR",52783,67320216,NA,NA
"782","France","2020-W37",0.629825667820198,"Weekly new ICU admissions per 100k","FR",64661,67320216,NA,NA
"783","France","2020-W38",0.904631678543634,"Weekly new ICU admissions per 100k","FR",75740,67320216,NA,NA
"784","France","2020-W39",1.20171925770411,"Weekly new ICU admissions per 100k","FR",74047,67320216,NA,NA
"785","France","2020-W40",1.29975815882706,"Weekly new ICU admissions per 100k","FR",79885,67320216,NA,NA
"786","France","2020-W41",1.3250106030557,"Weekly new ICU admissions per 100k","FR",123001,67320216,NA,NA
"787","France","2020-W42",1.98751590458355,"Weekly new ICU admissions per 100k","FR",174734,67320216,NA,NA
"788","France","2020-W43",2.76142904829658,"Weekly new ICU admissions per 100k","FR",275387,67320216,NA,NA
"789","France","2020-W44",3.80866276483724,"Weekly new ICU admissions per 100k","FR",334435,67320216,NA,NA
"790","France","2020-W45",4.39838160947077,"Weekly new ICU admissions per 100k","FR",304537,67320216,NA,NA
"791","France","2020-W46",3.90075991437698,"Weekly new ICU admissions per 100k","FR",178236,67320216,NA,NA
"792","France","2020-W47",2.85798251152373,"Weekly new ICU admissions per 100k","FR",116361,67320216,NA,NA
"793","France","2020-W48",1.87313718660677,"Weekly new ICU admissions per 100k","FR",78220,67320216,NA,NA
"794","France","2020-W49",1.59536030009173,"Weekly new ICU admissions per 100k","FR",72108,67320216,NA,NA
"795","France","2020-W50",1.65477781592382,"Weekly new ICU admissions per 100k","FR",78718,67320216,NA,NA
"796","France","2020-W51",1.66369044329864,"Weekly new ICU admissions per 100k","FR",94277,67320216,NA,NA
"797","France","2020-W52",1.59387486219593,"Weekly new ICU admissions per 100k","FR",85079,67320216,0,0
"798","France","2020-W53",1.62209818221617,"Weekly new ICU admissions per 100k","FR",89718,67320216,3552,0
"799","France","2021-W01",1.99791396985417,"Weekly new ICU admissions per 100k","FR",123772,67320216,202304,0
"800","France","2021-W02",2.02910816566602,"Weekly new ICU admissions per 100k","FR",120584,67320216,691794,238
"801","France","2021-W03",2.47176865861512,"Weekly new ICU admissions per 100k","FR",132681,67320216,1352926,1622
"802","France","2021-W04",2.59803087975832,"Weekly new ICU admissions per 100k","FR",134201,67320216,1065688,94910
"803","France","2021-W05",2.5222735470724,"Weekly new ICU admissions per 100k","FR",131725,67320216,741598,406876
"804","France","2021-W06",2.52970073655141,"Weekly new ICU admissions per 100k","FR",114493,67320216,746282,790210
"805","France","2021-W07",2.62922507557017,"Weekly new ICU admissions per 100k","FR",120503,67320216,582664,1048498
"806","France","2021-W08",2.76439992408818,"Weekly new ICU admissions per 100k","FR",130574,67320216,837388,854134
"807","France","2021-W09",2.9634486021257,"Weekly new ICU admissions per 100k","FR",128276,67320216,1937898,680180
"808","France","2021-W10",3.25013811601555,"Weekly new ICU admissions per 100k","FR",149109,67320216,2563986,600264
"809","France","2021-W11",3.49820624461455,"Weekly new ICU admissions per 100k","FR",190121,67320216,2114482,414892
"810","France","2021-W12",3.99434250181253,"Weekly new ICU admissions per 100k","FR",230574,67320216,3247222,455118
"811","France","2021-W13",4.52167295482237,"Weekly new ICU admissions per 100k","FR",243764,67320216,3050652,914766
"812","France","2021-W14",4.61822641804952,"Weekly new ICU admissions per 100k","FR",205598,67320216,3086862,1179214
"813","France","2021-W15",4.32559515257646,"Weekly new ICU admissions per 100k","FR",201074,67320216,3490826,1637914
"814","France","2021-W16",4.27063395043177,"Weekly new ICU admissions per 100k","FR",178829,67320216,3091642,1999840
"815","France","2021-W17",3.55762376044664,"Weekly new ICU admissions per 100k","FR",132684,67320216,3561350,1996350
"816","France","2021-W18",2.68418627771486,"Weekly new ICU admissions per 100k","FR",109016,67320216,4033356,2457482
"817","France","2021-W19",1.7632147823174,"Weekly new ICU admissions per 100k","FR",88274,67320216,4997748,2119540
"818","France","2021-W20",1.58793311061272,"Weekly new ICU admissions per 100k","FR",101042,67320216,5577700,1754214
"819","France","2021-W21",1.24479695668237,"Weekly new ICU admissions per 100k","FR",62447,67320216,4691160,2142704
"820","France","2021-W22",0.941767625938693,"Weekly new ICU admissions per 100k","FR",46640,67320216,5065174,2976334
"821","France","2021-W23",0.721922817359944,"Weekly new ICU admissions per 100k","FR",27912,67320216,4540882,3525282
"822","France","2021-W24",0.432262427678485,"Weekly new ICU admissions per 100k","FR",16646,67320216,3561766,4584112
"823","France","2021-W25",0.329767212868123,"Weekly new ICU admissions per 100k","FR",12710,67320216,2629486,5538394
"824","France","2021-W26",0.242126377015784,"Weekly new ICU admissions per 100k","FR",16182,67320216,2346808,5859028
"825","France","2021-W27",0.22727199805776,"Weekly new ICU admissions per 100k","FR",26436,67320216,2442508,5437958
"826","France","2021-W28",0.30302933074368,"Weekly new ICU admissions per 100k","FR",55091,67320216,3419502,5197202
"827","France","2021-W29",0.557039210925883,"Weekly new ICU admissions per 100k","FR",126207,67320216,4641618,4898720
"828","France","2021-W30",1.12150561133078,"Weekly new ICU admissions per 100k","FR",152682,67320216,5169694,3499608
"829","France","2021-W31",1.59536030009173,"Weekly new ICU admissions per 100k","FR",158539,67320216,4135452,2866434
"830","France","2021-W32",1.65477781592382,"Weekly new ICU admissions per 100k","FR",165877,67320216,3008780,3205606
"831","France","2021-W33",2.03207904145762,"Weekly new ICU admissions per 100k","FR",148576,67320216,2159524,3993428
"832","Germany","2020-W01",0.0324649125537741,"Weekly new hospital admissions per 100k",NA,NA,NA,NA,NA
"833","Germany","2020-W02",0.0468937625776737,"Weekly new hospital admissions per 100k",NA,NA,NA,NA,NA
"834","Germany","2020-W03",0.0252504875418243,"Weekly new hospital admissions per 100k",NA,NA,NA,NA,NA
